E /V	I /uA	E /V	I /uA	E /V	I /uA
0.153	-0.169	0.153	-0.205		
0.152	-0.173	0.152	-0.208		
0.151	-0.172	0.151	-0.204		
0.150	-0.172	0.150	-0.204		
0.149	-0.170	0.149	-0.210		
0.148	-0.173	0.148	-0.207		
0.147	-0.178	0.147	-0.208		
0.146	-0.181	0.146	-0.207		
0.145	-0.175	0.145	-0.205		
0.144	-0.179	0.144	-0.212		
0.143	-0.181	0.143	-0.205		
0.142	-0.176	0.142	-0.208		
0.141	-0.175	0.141	-0.210		
0.140	-0.178	0.140	-0.208		
0.139	-0.182	0.139	-0.210		
0.138	-0.178	0.138	-0.213		
0.137	-0.184	0.137	-0.210		
0.136	-0.182	0.136	-0.213		
0.135	-0.178	0.135	-0.207		
0.134	-0.185	0.134	-0.212		
0.133	-0.185	0.133	-0.210		
0.132	-0.182	0.132	-0.213		
0.131	-0.189	0.131	-0.210		
0.130	-0.187	0.130	-0.212		
0.129	-0.184	0.129	-0.213		
0.128	-0.189	0.128	-0.212		
0.127	-0.189	0.127	-0.215		
0.126	-0.189	0.126	-0.215		
0.125	-0.193	0.125	-0.221		
0.124	-0.192	0.124	-0.215		
0.123	-0.196	0.123	-0.212		
0.122	-0.192	0.122	-0.216		
0.121	-0.193	0.121	-0.210		
0.120	-0.190	0.120	-0.218		
0.119	-0.196	0.119	-0.212		
0.118	-0.193	0.118	-0.218		
0.117	-0.195	0.117	-0.221		
0.116	-0.201	0.116	-0.219		
0.115	-0.196	0.115	-0.216		
0.114	-0.204	0.114	-0.219		
0.113	-0.198	0.113	-0.219		
0.112	-0.204	0.112	-0.219		
0.111	-0.202	0.111	-0.221		
0.110	-0.204	0.110	-0.218		
0.109	-0.205	0.109	-0.221		
0.108	-0.205	0.108	-0.221		
0.107	-0.199	0.107	-0.222		
0.106	-0.210	0.106	-0.222		
0.105	-0.212	0.105	-0.221		
0.104	-0.208	0.104	-0.222		
0.103	-0.212	0.103	-0.222		
0.102	-0.212	0.102	-0.227		
0.101	-0.210	0.101	-0.222		
