E /V	I /uA	E /V	I /uA	E /V	I /uA	E /V	I /uA	E /V	I /uA	E /V	I /uA
0.030	-5.776	0.030	-5.711	0.030	-5.372	0.030	-5.498	0.030	-5.627	0.030	-5.408
0.029	-5.814	0.029	-5.693	0.029	-5.388	0.029	-5.524	0.029	-5.645	0.029	-5.415
0.028	-5.813	0.028	-5.745	0.028	-5.406	0.028	-5.526	0.028	-5.661	0.028	-5.443
0.027	-5.856	0.027	-5.748	0.027	-5.415	0.027	-5.549	0.027	-5.681	0.027	-5.463
0.026	-5.836	0.026	-5.748	0.026	-5.423	0.026	-5.530	0.026	-5.665	0.026	-5.463
0.025	-5.879	0.025	-5.754	0.025	-5.461	0.025	-5.564	0.025	-5.673	0.025	-5.443
0.024	-5.911	0.024	-5.779	0.024	-5.466	0.024	-5.560	0.024	-5.719	0.024	-5.471
0.023	-5.932	0.023	-5.825	0.023	-5.494	0.023	-5.586	0.023	-5.754	0.023	-5.506
0.022	-5.963	0.022	-5.849	0.022	-5.523	0.022	-5.638	0.022	-5.733	0.022	-5.546
0.021	-5.986	0.021	-5.903	0.021	-5.527	0.021	-5.635	0.021	-5.763	0.021	-5.566
0.020	-6.043	0.020	-5.914	0.020	-5.576	0.020	-5.670	0.020	-5.811	0.020	-5.573
0.019	-6.099	0.019	-5.954	0.019	-5.632	0.019	-5.771	0.019	-5.875	0.019	-5.667
0.018	-6.118	0.018	-5.997	0.018	-5.636	0.018	-5.747	0.018	-5.866	0.018	-5.664
0.017	-6.170	0.017	-6.035	0.017	-5.664	0.017	-5.765	0.017	-5.906	0.017	-5.684
0.016	-6.236	0.016	-6.067	0.016	-5.696	0.016	-5.839	0.016	-5.954	0.016	-5.739
0.015	-6.286	0.015	-6.129	0.015	-5.779	0.015	-5.859	0.015	-5.986	0.015	-5.779
0.014	-6.305	0.014	-6.164	0.014	-5.782	0.014	-5.906	0.014	-6.036	0.014	-5.813
0.013	-6.359	0.013	-6.233	0.013	-5.848	0.013	-5.946	0.013	-6.055	0.013	-5.860
0.012	-6.423	0.012	-6.237	0.012	-5.897	0.012	-5.987	0.012	-6.115	0.012	-5.908
0.011	-6.521	0.011	-6.342	0.011	-5.926	0.011	-6.050	0.011	-6.178	0.011	-5.961
0.010	-6.573	0.010	-6.336	0.010	-6.012	0.010	-6.104	0.010	-6.211	0.010	-6.014
0.009	-6.605	0.009	-6.418	0.009	-6.055	0.009	-6.171	0.009	-6.274	0.009	-6.058
0.008	-6.693	0.008	-6.512	0.008	-6.119	0.008	-6.237	0.008	-6.354	0.008	-6.095
0.007	-6.757	0.007	-6.544	0.007	-6.155	0.007	-6.277	0.007	-6.402	0.007	-6.175
0.006	-6.846	0.006	-6.610	0.006	-6.250	0.006	-6.375	0.006	-6.463	0.006	-6.250
0.005	-6.897	0.005	-6.599	0.005	-6.260	0.005	-6.389	0.005	-6.497	0.005	-6.273
0.004	-7.035	0.004	-6.790	0.004	-6.402	0.004	-6.533	0.004	-6.619	0.004	-6.405
0.003	-7.179	0.003	-6.911	0.003	-6.556	0.003	-6.652	0.003	-6.762	0.003	-6.552
0.002	-7.191	0.002	-6.921	0.002	-6.547	0.002	-6.653	0.002	-6.745	0.002	-6.555
0.001	-7.290	0.001	-6.989	0.001	-6.619	0.001	-6.744	0.001	-6.846	0.001	-6.615
0.000	-5.974	0.000	-5.632	0.000	-5.297	0.000	-5.406	0.000	-5.498	0.000	-5.276
0.001	-3.668	0.001	-3.325	0.001	-2.951	0.001	-3.103	0.001	-3.184	0.001	-2.986
0.002	-1.862	0.002	-1.540	0.002	-1.204	0.002	-1.337	0.002	-1.449	0.002	-1.216
0.003	-0.425	0.003	-0.153	0.003	0.201	0.003	0.091	0.003	-0.047	0.003	0.153
0.004	0.497	0.004	0.738	0.004	1.104	0.004	0.966	0.004	0.844	0.004	1.052
0.005	1.259	0.005	1.515	0.005	1.805	0.005	1.712	0.005	1.580	0.005	1.767
0.006	1.791	0.006	2.031	0.006	2.360	0.006	2.199	0.006	2.066	0.006	2.293
0.007	2.241	0.007	2.468	0.007	2.785	0.007	2.650	0.007	2.502	0.007	2.732
0.008	2.537	0.008	2.770	0.008	3.075	0.008	2.943	0.008	2.816	0.008	3.014
0.009	2.847	0.009	3.049	0.009	3.376	0.009	3.192	0.009	3.074	0.009	3.287
0.010	3.041	0.010	3.215	0.010	3.518	0.010	3.391	0.010	3.248	0.010	3.483
0.011	3.270	0.011	3.443	0.011	3.733	0.011	3.572	0.011	3.472	0.011	3.661
0.012	3.386	0.012	3.574	0.012	3.816	0.012	3.675	0.012	3.566	0.012	3.782
0.013	3.525	0.013	3.667	0.013	3.971	0.013	3.830	0.013	3.689	0.013	3.888
0.014	3.597	0.014	3.756	0.014	4.052	0.014	3.902	0.014	3.762	0.014	3.978
0.015	3.722	0.015	3.879	0.015	4.150	0.015	4.001	0.015	3.871	0.015	4.047
0.016	3.788	0.016	3.923	0.016	4.228	0.016	4.049	0.016	3.909	0.016	4.109
0.017	3.877	0.017	4.005	0.017	4.267	0.017	4.129	0.017	3.997	0.017	4.199
0.018	3.916	0.018	4.023	0.018	4.310	0.018	4.163	0.018	4.052	0.018	4.239
0.019	4.044	0.019	4.156	0.019	4.429	0.019	4.276	0.019	4.129	0.019	4.353
0.020	4.057	0.020	4.187	0.020	4.423	0.020	4.273	0.020	4.120	0.020	4.316
0.021	4.086	0.021	4.189	0.021	4.471	0.021	4.297	0.021	4.175	0.021	4.394
0.022	4.109	0.022	4.213	0.022	4.494	0.022	4.321	0.022	4.163	0.022	4.408
0.023	4.186	0.023	4.268	0.023	4.557	0.023	4.383	0.023	4.256	0.023	4.466
0.024	4.181	0.024	4.293	0.024	4.564	0.024	4.371	0.024	4.232	0.024	4.452
0.025	4.236	0.025	4.337	0.025	4.572	0.025	4.436	0.025	4.261	0.025	4.485
0.026	4.216	0.026	4.311	0.026	4.598	0.026	4.420	0.026	4.297	0.026	4.494
0.027	4.297	0.027	4.409	0.027	4.641	0.027	4.494	0.027	4.367	0.027	4.581
0.028	4.307	0.028	4.422	0.028	4.675	0.028	4.495	0.028	4.385	0.028	4.531
0.029	4.319	0.029	4.409	0.029	4.709	0.029	4.514	0.029	4.368	0.029	4.587
0.030	4.347	0.030	4.443	0.030	4.693	0.030	4.515	0.030	4.371	0.030	4.586
0.031	4.388	0.031	4.486	0.031	4.765	0.031	4.547	0.031	4.423	0.031	4.624
0.032	4.405	0.032	4.475	0.032	4.738	0.032	4.555	0.032	4.409	0.032	4.620
0.033	4.451	0.033	4.528	0.033	4.785	0.033	4.615	0.033	4.475	0.033	4.664
0.034	4.448	0.034	4.537	0.034	4.790	0.034	4.624	0.034	4.455	0.034	4.669
0.035	4.520	0.035	4.592	0.035	4.843	0.035	4.667	0.035	4.524	0.035	4.713
0.036	4.482	0.036	4.598	0.036	4.859	0.036	4.627	0.036	4.520	0.036	4.721
0.037	4.537	0.037	4.597	0.037	4.847	0.037	4.672	0.037	4.532	0.037	4.742
0.038	4.537	0.038	4.618	0.038	4.885	0.038	4.672	0.038	4.547	0.038	4.756
0.039	4.604	0.039	4.675	0.039	4.932	0.039	4.741	0.039	4.593	0.039	4.805
0.040	4.603	0.040	4.698	0.040	4.934	0.040	4.750	0.040	4.618	0.040	4.774
0.041	4.618	0.041	4.736	0.041	4.989	0.041	4.805	0.041	4.641	0.041	4.847
0.042	4.670	0.042	4.735	0.042	4.989	0.042	4.778	0.042	4.652	0.042	4.866
0.043	4.713	0.043	4.828	0.043	5.049	0.043	4.882	0.043	4.712	0.043	4.940
0.044	4.695	0.044	4.807	0.044	5.058	0.044	4.840	0.044	4.695	0.044	4.906
0.045	4.797	0.045	4.905	0.045	5.120	0.045	4.931	0.045	4.774	0.045	4.977
0.046	4.781	0.046	4.853	0.046	5.107	0.046	4.888	0.046	4.761	0.046	4.971
0.047	4.842	0.047	4.948	0.047	5.178	0.047	4.994	0.047	4.836	0.047	5.040
0.048	4.837	0.048	4.951	0.048	5.207	0.048	5.008	0.048	4.820	0.048	5.066
0.049	4.885	0.049	5.017	0.049	5.218	0.049	5.058	0.049	4.885	0.049	5.110
0.050	4.942	0.050	5.057	0.050	5.255	0.050	5.098	0.050	4.923	0.050	5.124
0.051	5.029	0.051	5.116	0.051	5.363	0.051	5.181	0.051	5.035	0.051	5.253
0.052	5.034	0.052	5.167	0.052	5.383	0.052	5.166	0.052	5.012	0.052	5.235
0.053	5.089	0.053	5.162	0.053	5.428	0.053	5.253	0.053	5.095	0.053	5.319
0.054	5.129	0.054	5.251	0.054	5.465	0.054	5.302	0.054	5.109	0.054	5.333
0.055	5.201	0.055	5.331	0.055	5.544	0.055	5.353	0.055	5.196	0.055	5.417
0.056	5.236	0.056	5.360	0.056	5.592	0.056	5.380	0.056	5.235	0.056	5.428
0.057	5.284	0.057	5.440	0.057	5.656	0.057	5.454	0.057	5.282	0.057	5.497
0.058	5.354	0.058	5.465	0.058	5.710	0.058	5.534	0.058	5.385	0.058	5.581
0.059	5.466	0.059	5.601	0.059	5.828	0.059	5.638	0.059	5.485	0.059	5.696
0.060	5.477	0.060	5.615	0.060	5.876	0.060	5.667	0.060	5.497	0.060	5.721
0.061	5.586	0.061	5.748	0.061	5.949	0.061	5.768	0.061	5.621	0.061	5.811
0.062	5.641	0.062	5.808	0.062	6.001	0.062	5.830	0.062	5.696	0.062	5.877
0.063	5.768	0.063	5.909	0.063	6.162	0.063	5.960	0.063	5.807	0.063	6.017
0.064	5.820	0.064	5.991	0.064	6.225	0.064	6.021	0.064	5.865	0.064	6.072
0.065	5.906	0.065	6.093	0.065	6.331	0.065	6.143	0.065	5.998	0.065	6.184
0.066	5.994	0.066	6.179	0.066	6.420	0.066	6.268	0.066	6.078	0.066	6.300
0.067	6.215	0.067	6.396	0.067	6.652	0.067	6.475	0.067	6.314	0.067	6.501
0.068	6.254	0.068	6.420	0.068	6.684	0.068	6.488	0.068	6.347	0.068	6.537
0.069	6.356	0.069	6.543	0.069	6.797	0.069	6.609	0.069	6.448	0.069	6.670
0.070	6.437	0.070	6.629	0.070	6.876	0.070	6.730	0.070	6.541	0.070	6.756
0.071	6.580	0.071	6.788	0.071	7.047	0.071	6.857	0.071	6.707	0.071	6.912
0.072	6.635	0.072	6.865	0.072	7.098	0.072	6.940	0.072	6.782	0.072	7.000
0.073	6.787	0.073	7.012	0.073	7.230	0.073	7.050	0.073	6.932	0.073	7.135
0.074	6.889	0.074	7.116	0.074	7.327	0.074	7.178	0.074	7.004	0.074	7.210
0.075	7.035	0.075	7.258	0.075	7.514	0.075	7.379	0.075	7.185	0.075	7.402
0.076	7.133	0.076	7.346	0.076	7.616	0.076	7.446	0.076	7.265	0.076	7.478
0.077	7.238	0.077	7.445	0.077	7.727	0.077	7.572	0.077	7.406	0.077	7.606
0.078	7.325	0.078	7.549	0.078	7.810	0.078	7.639	0.078	7.480	0.078	7.708
0.079	7.458	0.079	7.707	0.079	7.960	0.079	7.797	0.079	7.639	0.079	7.842
0.080	7.552	0.080	7.784	0.080	8.018	0.080	7.871	0.080	7.699	0.080	7.917
0.081	7.639	0.081	7.909	0.081	8.156	0.081	7.977	0.081	7.840	0.081	8.023
0.082	7.711	0.082	7.938	0.082	8.213	0.082	8.035	0.082	7.869	0.082	8.112
0.083	7.888	0.083	8.121	0.083	8.362	0.083	8.207	0.083	8.058	0.083	8.293
0.084	7.886	0.084	8.107	0.084	8.359	0.084	8.221	0.084	8.064	0.084	8.259
0.085	7.889	0.085	8.150	0.085	8.395	0.085	8.231	0.085	8.112	0.085	8.303
0.086	7.860	0.086	8.124	0.086	8.368	0.086	8.222	0.086	8.046	0.086	8.251
0.087	7.807	0.087	8.106	0.087	8.363	0.087	8.195	0.087	8.037	0.087	8.257
0.088	7.721	0.088	7.974	0.088	8.228	0.088	8.037	0.088	7.862	0.088	8.123
0.089	7.592	0.089	7.871	0.089	8.101	0.089	7.951	0.089	7.802	0.089	7.983
0.090	7.411	0.090	7.682	0.090	7.911	0.090	7.756	0.090	7.584	0.090	7.828
0.091	7.273	0.091	7.549	0.091	7.790	0.091	7.641	0.091	7.498	0.091	7.672
0.092	7.000	0.092	7.287	0.092	7.506	0.092	7.359	0.092	7.188	0.092	7.455
0.093	6.793	0.093	7.075	0.093	7.313	0.093	7.124	0.093	6.974	0.093	7.208
0.094	6.514	0.094	6.804	0.094	7.027	0.094	6.879	0.094	6.747	0.094	6.932
0.095	6.382	0.095	6.647	0.095	6.896	0.095	6.727	0.095	6.595	0.095	6.810
0.096	6.041	0.096	6.330	0.096	6.564	0.096	6.405	0.096	6.276	0.096	6.457
0.097	5.893	0.097	6.121	0.097	6.383	0.097	6.205	0.097	6.060	0.097	6.293
0.098	5.693	0.098	5.923	0.098	6.195	0.098	5.985	0.098	5.876	0.098	6.084
0.099	5.557	0.099	5.774	0.099	6.020	0.099	5.863	0.099	5.739	0.099	5.969
0.100	5.348	0.100	5.583	0.100	5.825	0.100	5.650	0.100	5.489	0.100	5.741
0.101	5.195	0.101	5.405	0.101	5.643	0.101	5.475	0.101	5.388	0.101	5.566
0.102	5.029	0.102	5.250	0.102	5.486	0.102	5.324	0.102	5.176	0.102	5.399
0.103	4.920	0.103	5.136	0.103	5.370	0.103	5.175	0.103	5.080	0.103	5.308
0.104	4.774	0.104	4.997	0.104	5.216	0.104	5.044	0.104	4.943	0.104	5.149
0.105	4.676	0.105	4.889	0.105	5.116	0.105	4.955	0.105	4.805	0.105	5.049
0.106	4.575	0.106	4.768	0.106	5.005	0.106	4.820	0.106	4.710	0.106	4.903
0.107	4.505	0.107	4.698	0.107	4.929	0.107	4.781	0.107	4.659	0.107	4.857
0.108	4.403	0.108	4.589	0.108	4.819	0.108	4.635	0.108	4.537	0.108	4.721
0.109	4.325	0.109	4.511	0.109	4.742	0.109	4.590	0.109	4.463	0.109	4.653
0.110	4.250	0.110	4.411	0.110	4.638	0.110	4.472	0.110	4.356	0.110	4.601
0.111	4.198	0.111	4.383	0.111	4.610	0.111	4.422	0.111	4.316	0.111	4.534
0.112	4.136	0.112	4.287	0.112	4.503	0.112	4.342	0.112	4.202	0.112	4.462
0.113	4.069	0.113	4.251	0.113	4.448	0.113	4.291	0.113	4.192	0.113	4.391
0.114	4.005	0.114	4.158	0.114	4.371	0.114	4.232	0.114	4.107	0.114	4.324
0.115	3.986	0.115	4.156	0.115	4.354	0.115	4.204	0.115	4.094	0.115	4.310
0.116	3.903	0.116	4.081	0.116	4.282	0.116	4.112	0.116	4.026	0.116	4.207
0.117	3.865	0.117	4.009	0.117	4.245	0.117	4.061	0.117	3.975	0.117	4.198
0.118	3.796	0.118	3.980	0.118	4.192	0.118	4.008	0.118	3.903	0.118	4.135
0.119	3.787	0.119	3.920	0.119	4.163	0.119	3.992	0.119	3.890	0.119	4.094
0.120	3.735	0.120	3.905	0.120	4.094	0.120	3.934	0.120	3.822	0.120	4.029
0.121	3.692	0.121	3.844	0.121	4.074	0.121	3.879	0.121	3.810	0.121	3.985
0.122	3.666	0.122	3.816	0.122	4.020	0.122	3.844	0.122	3.744	0.122	3.969
0.123	3.633	0.123	3.787	0.123	4.008	0.123	3.819	0.123	3.748	0.123	3.954
0.124	3.581	0.124	3.715	0.124	3.940	0.124	3.796	0.124	3.686	0.124	3.874
0.125	3.563	0.125	3.704	0.125	3.913	0.125	3.730	0.125	3.661	0.125	3.888
0.126	3.500	0.126	3.653	0.126	3.885	0.126	3.681	0.126	3.638	0.126	3.845
0.127	3.508	0.127	3.659	0.127	3.853	0.127	3.687	0.127	3.607	0.127	3.836
0.128	3.497	0.128	3.617	0.128	3.833	0.128	3.659	0.128	3.558	0.128	3.767
0.129	3.477	0.129	3.597	0.129	3.817	0.129	3.624	0.129	3.567	0.129	3.753
0.130	3.434	0.130	3.578	0.130	3.745	0.130	3.609	0.130	3.518	0.130	3.709
0.131	3.456	0.131	3.555	0.131	3.776	0.131	3.597	0.131	3.523	0.131	3.718
0.132	3.396	0.132	3.520	0.132	3.732	0.132	3.537	0.132	3.475	0.132	3.682
0.133	3.359	0.133	3.520	0.133	3.705	0.133	3.531	0.133	3.443	0.133	3.661
0.134	3.308	0.134	3.445	0.134	3.682	0.134	3.505	0.134	3.423	0.134	3.623
0.135	3.331	0.135	3.463	0.135	3.655	0.135	3.475	0.135	3.408	0.135	3.638
0.136	3.281	0.136	3.416	0.136	3.627	0.136	3.448	0.136	3.388	0.136	3.567
0.137	3.288	0.137	3.390	0.137	3.603	0.137	3.428	0.137	3.357	0.137	3.555
0.138	3.256	0.138	3.374	0.138	3.597	0.138	3.396	0.138	3.337	0.138	3.511
0.139	3.261	0.139	3.362	0.139	3.592	0.139	3.394	0.139	3.344	0.139	3.535
0.140	3.195	0.140	3.365	0.140	3.526	0.140	3.383	0.140	3.313	0.140	3.512
0.141	3.199	0.141	3.319	0.141	3.540	0.141	3.339	0.141	3.284	0.141	3.475
0.142	3.152	0.142	3.310	0.142	3.494	0.142	3.322	0.142	3.261	0.142	3.480
0.143	3.178	0.143	3.293	0.143	3.488	0.143	3.342	0.143	3.245	0.143	3.443
0.144	3.164	0.144	3.250	0.144	3.469	0.144	3.293	0.144	3.221	0.144	3.419
0.145	3.175	0.145	3.294	0.145	3.485	0.145	3.337	0.145	3.271	0.145	3.432
0.146	3.118	0.146	3.204	0.146	3.425	0.146	3.264	0.146	3.189	0.146	3.363
0.147	3.123	0.147	3.253	0.147	3.446	0.147	3.291	0.147	3.224	0.147	3.408
0.148	3.084	0.148	3.229	0.148	3.409	0.148	3.244	0.148	3.144	0.148	3.377
0.149	3.052	0.149	3.219	0.149	3.394	0.149	3.222	0.149	3.173	0.149	3.368
0.150	3.049	0.150	3.173	0.150	3.368	0.150	3.210	0.150	3.146	0.150	3.340
0.151	3.041	0.151	3.143	0.151	3.374	0.151	3.195	0.151	3.113	0.151	3.330
0.152	3.031	0.152	3.149	0.152	3.350	0.152	3.166	0.152	3.120	0.152	3.307
0.153	2.995	0.153	3.136	0.153	3.348	0.153	3.167	0.153	3.110	0.153	3.308
0.154	3.014	0.154	3.109	0.154	3.325	0.154	3.136	0.154	3.084	0.154	3.271
0.155	3.002	0.155	3.121	0.155	3.324	0.155	3.164	0.155	3.083	0.155	3.284
0.156	2.986	0.156	3.080	0.156	3.278	0.156	3.112	0.156	3.066	0.156	3.233
0.157	2.983	0.157	3.083	0.157	3.267	0.157	3.115	0.157	3.066	0.157	3.278
0.158	2.952	0.158	3.054	0.158	3.258	0.158	3.097	0.158	3.031	0.158	3.225
0.159	2.985	0.159	3.043	0.159	3.253	0.159	3.097	0.159	3.029	0.159	3.252
0.160	2.957	0.160	3.069	0.160	3.229	0.160	3.103	0.160	3.021	0.160	3.219
0.161	2.934	0.161	3.054	0.161	3.252	0.161	3.064	0.161	2.998	0.161	3.219
0.162	2.900	0.162	3.037	0.162	3.190	0.162	3.057	0.162	3.009	0.162	3.199
0.163	2.928	0.163	3.038	0.163	3.238	0.163	3.052	0.163	3.009	0.163	3.204
0.164	2.909	0.164	2.991	0.164	3.189	0.164	3.041	0.164	2.992	0.164	3.189
0.165	2.876	0.165	3.020	0.165	3.201	0.165	3.037	0.165	2.991	0.165	3.170
0.166	2.877	0.166	2.988	0.166	3.178	0.166	3.015	0.166	2.963	0.166	3.146
0.167	2.883	0.167	3.005	0.167	3.184	0.167	3.009	0.167	2.960	0.167	3.159
0.168	2.899	0.168	2.982	0.168	3.183	0.168	3.003	0.168	2.963	0.168	3.136
0.169	2.883	0.169	2.982	0.169	3.176	0.169	3.006	0.169	2.937	0.169	3.170
0.170	2.883	0.170	2.972	0.170	3.144	0.170	3.002	0.170	2.928	0.170	3.129
0.171	2.911	0.171	2.982	0.171	3.183	0.171	3.018	0.171	2.949	0.171	3.155
0.172	2.863	0.172	2.975	0.172	3.146	0.172	2.998	0.172	2.920	0.172	3.118
0.173	2.870	0.173	2.972	0.173	3.149	0.173	3.021	0.173	2.948	0.173	3.126
0.174	2.876	0.174	2.962	0.174	3.146	0.174	2.968	0.174	2.933	0.174	3.138
0.175	2.863	0.175	2.972	0.175	3.167	0.175	2.991	0.175	2.943	0.175	3.123
