E /V	I /uA	E /V	I /uA	E /V	I /uA	E /V	I /uA	E /V	I /uA	E /V	I /uA
0.173	2.971	0.173	3.009	0.173	3.017	0.173	2.796	0.173	2.788	0.173	2.810
0.174	2.957	0.174	3.002	0.174	3.012	0.174	2.759	0.174	2.768	0.174	2.802
0.175	2.974	0.175	2.980	0.175	3.031	0.175	2.773	0.175	2.790	0.175	2.813
0.176	2.943	0.176	2.965	0.176	3.040	0.176	2.775	0.176	2.753	0.176	2.831
0.177	2.959	0.177	2.998	0.177	2.989	0.177	2.787	0.177	2.781	0.177	2.791
0.178	2.985	0.178	3.006	0.178	3.005	0.178	2.750	0.178	2.804	0.178	2.813
0.179	3.008	0.179	3.002	0.179	3.008	0.179	2.805	0.179	2.808	0.179	2.828
0.180	2.972	0.180	3.000	0.180	3.006	0.180	2.770	0.180	2.771	0.180	2.807
0.181	2.972	0.181	2.988	0.181	2.994	0.181	2.755	0.181	2.784	0.181	2.811
0.182	2.982	0.182	2.969	0.182	3.048	0.182	2.767	0.182	2.796	0.182	2.770
0.183	3.003	0.183	2.995	0.183	3.048	0.183	2.799	0.183	2.793	0.183	2.824
0.184	2.986	0.184	3.017	0.184	3.011	0.184	2.791	0.184	2.793	0.184	2.813
0.185	3.008	0.185	3.011	0.185	3.026	0.185	2.799	0.185	2.802	0.185	2.836
0.186	2.998	0.186	3.000	0.186	3.044	0.186	2.802	0.186	2.770	0.186	2.821
0.187	3.000	0.187	3.008	0.187	3.040	0.187	2.807	0.187	2.814	0.187	2.816
0.188	3.020	0.188	3.015	0.188	3.049	0.188	2.805	0.188	2.811	0.188	2.856
0.189	3.021	0.189	3.017	0.189	3.063	0.189	2.817	0.189	2.794	0.189	2.796
0.190	3.021	0.190	3.017	0.190	3.044	0.190	2.828	0.190	2.811	0.190	2.830
0.191	3.032	0.191	3.043	0.191	3.080	0.191	2.851	0.191	2.839	0.191	2.851
0.192	3.037	0.192	3.034	0.192	3.063	0.192	2.814	0.192	2.824	0.192	2.880
0.193	3.087	0.193	3.057	0.193	3.077	0.193	2.813	0.193	2.836	0.193	2.848
0.194	3.067	0.194	3.064	0.194	3.060	0.194	2.834	0.194	2.813	0.194	2.842
0.195	3.097	0.195	3.101	0.195	3.149	0.195	2.926	0.195	2.923	0.195	2.934
0.196	3.098	0.196	3.077	0.196	3.098	0.196	2.847	0.196	2.851	0.196	2.888
0.197	3.113	0.197	3.121	0.197	3.135	0.197	2.880	0.197	2.896	0.197	2.900
0.198	3.127	0.198	3.094	0.198	3.143	0.198	2.879	0.198	2.879	0.198	2.894
0.199	3.143	0.199	3.118	0.199	3.133	0.199	2.860	0.199	2.925	0.199	2.928
0.200	3.153	0.200	3.104	0.200	3.120	0.200	2.893	0.200	2.926	0.200	2.936
0.201	3.161	0.201	3.147	0.201	3.170	0.201	2.943	0.201	2.908	0.201	2.971
0.202	3.153	0.202	3.183	0.202	3.172	0.202	2.922	0.202	2.933	0.202	2.942
0.203	3.196	0.203	3.212	0.203	3.207	0.203	2.936	0.203	2.939	0.203	2.965
0.204	3.221	0.204	3.184	0.204	3.199	0.204	2.911	0.204	2.939	0.204	2.974
0.205	3.184	0.205	3.196	0.205	3.213	0.205	2.977	0.205	2.963	0.205	3.006
0.206	3.232	0.206	3.209	0.206	3.235	0.206	2.969	0.206	2.977	0.206	3.008
0.207	3.256	0.207	3.232	0.207	3.258	0.207	3.009	0.207	3.015	0.207	3.018
0.208	3.270	0.208	3.225	0.208	3.261	0.208	2.985	0.208	2.994	0.208	3.072
0.209	3.324	0.209	3.259	0.209	3.290	0.209	3.066	0.209	3.034	0.209	3.061
0.210	3.296	0.210	3.284	0.210	3.311	0.210	3.038	0.210	3.031	0.210	3.089
0.211	3.362	0.211	3.305	0.211	3.336	0.211	3.060	0.211	3.064	0.211	3.115
0.212	3.368	0.212	3.308	0.212	3.340	0.212	3.078	0.212	3.086	0.212	3.113
0.213	3.353	0.213	3.316	0.213	3.342	0.213	3.077	0.213	3.103	0.213	3.152
0.214	3.373	0.214	3.322	0.214	3.327	0.214	3.104	0.214	3.098	0.214	3.132
0.215	3.434	0.215	3.356	0.215	3.348	0.215	3.081	0.215	3.112	0.215	3.132
0.216	3.423	0.216	3.368	0.216	3.371	0.216	3.098	0.216	3.140	0.216	3.166
0.217	3.442	0.217	3.368	0.217	3.403	0.217	3.127	0.217	3.136	0.217	3.159
0.218	3.432	0.218	3.357	0.218	3.388	0.218	3.144	0.218	3.140	0.218	3.178
0.219	3.469	0.219	3.380	0.219	3.397	0.219	3.149	0.219	3.132	0.219	3.192
0.220	3.448	0.220	3.402	0.220	3.383	0.220	3.147	0.220	3.146	0.220	3.190
0.221	3.480	0.221	3.403	0.221	3.385	0.221	3.159	0.221	3.147	0.221	3.155
0.222	3.486	0.222	3.340	0.222	3.391	0.222	3.121	0.222	3.152	0.222	3.146
0.223	3.477	0.223	3.379	0.223	3.357	0.223	3.083	0.223	3.129	0.223	3.169
0.224	3.413	0.224	3.337	0.224	3.339	0.224	3.121	0.224	3.094	0.224	3.117
0.225	3.408	0.225	3.313	0.225	3.327	0.225	3.107	0.225	3.098	0.225	3.092
0.226	3.359	0.226	3.288	0.226	3.273	0.226	3.052	0.226	3.032	0.226	3.057
0.227	3.336	0.227	3.252	0.227	3.242	0.227	2.974	0.227	2.972	0.227	3.009
0.228	3.255	0.228	3.178	0.228	3.195	0.228	2.909	0.228	2.943	0.228	2.949
0.229	3.213	0.229	3.132	0.229	3.123	0.229	2.902	0.229	2.899	0.229	2.906
0.230	3.193	0.230	3.089	0.230	3.083	0.230	2.833	0.230	2.830	0.230	2.860
0.231	3.113	0.231	3.018	0.231	3.017	0.231	2.750	0.231	2.770	0.231	2.790
0.232	3.034	0.232	2.959	0.232	2.951	0.232	2.684	0.232	2.715	0.232	2.701
0.233	2.992	0.233	2.899	0.233	2.891	0.233	2.627	0.233	2.647	0.233	2.632
0.234	2.903	0.234	2.810	0.234	2.813	0.234	2.560	0.234	2.581	0.234	2.592
0.235	2.851	0.235	2.771	0.235	2.768	0.235	2.531	0.235	2.534	0.235	2.535
0.236	2.794	0.236	2.695	0.236	2.679	0.236	2.448	0.236	2.436	0.236	2.445
0.237	2.736	0.237	2.635	0.237	2.601	0.237	2.405	0.237	2.370	0.237	2.402
0.238	2.661	0.238	2.557	0.238	2.540	0.238	2.319	0.238	2.317	0.238	2.344
0.239	2.577	0.239	2.479	0.239	2.474	0.239	2.255	0.239	2.261	0.239	2.284
0.240	2.532	0.240	2.400	0.240	2.403	0.240	2.204	0.240	2.199	0.240	2.215
0.241	2.479	0.241	2.359	0.241	2.351	0.241	2.132	0.241	2.153	0.241	2.140
0.242	2.419	0.242	2.301	0.242	2.288	0.242	2.094	0.242	2.098	0.242	2.098
0.243	2.330	0.243	2.258	0.243	2.235	0.243	2.035	0.243	2.031	0.243	2.041
0.244	2.261	0.244	2.178	0.244	2.170	0.244	2.002	0.244	1.979	0.244	1.988
0.245	2.258	0.245	2.144	0.245	2.155	0.245	1.951	0.245	1.937	0.245	1.948
0.246	2.141	0.246	2.084	0.246	2.071	0.246	1.900	0.246	1.867	0.246	1.874
0.247	2.123	0.247	2.029	0.247	2.034	0.247	1.850	0.247	1.821	0.247	1.804
0.248	2.077	0.248	1.972	0.248	1.982	0.248	1.768	0.248	1.758	0.248	1.756
0.249	2.020	0.249	1.913	0.249	1.908	0.249	1.732	0.249	1.745	0.249	1.713
0.250	1.954	0.250	1.868	0.250	1.865	0.250	1.725	0.250	1.664	0.250	1.701
0.251	1.946	0.251	1.870	0.251	1.834	0.251	1.664	0.251	1.669	0.251	1.669
0.252	1.873	0.252	1.798	0.252	1.816	0.252	1.603	0.252	1.633	0.252	1.620
0.253	1.824	0.253	1.768	0.253	1.736	0.253	1.597	0.253	1.603	0.253	1.574
0.254	1.767	0.254	1.724	0.254	1.709	0.254	1.558	0.254	1.541	0.254	1.543
0.255	1.744	0.255	1.658	0.255	1.678	0.255	1.526	0.255	1.526	0.255	1.503
0.256	1.722	0.256	1.650	0.256	1.627	0.256	1.499	0.256	1.465	0.256	1.480
0.257	1.686	0.257	1.637	0.257	1.623	0.257	1.451	0.257	1.488	0.257	1.429
0.258	1.627	0.258	1.569	0.258	1.558	0.258	1.428	0.258	1.423	0.258	1.396
0.259	1.607	0.259	1.549	0.259	1.571	0.259	1.454	0.259	1.403	0.259	1.410
0.260	1.594	0.260	1.531	0.260	1.546	0.260	1.376	0.260	1.367	0.260	1.365
0.261	1.560	0.261	1.488	0.261	1.485	0.261	1.350	0.261	1.336	0.261	1.319
0.262	1.502	0.262	1.482	0.262	1.463	0.262	1.354	0.262	1.339	0.262	1.296
0.263	1.497	0.263	1.429	0.263	1.449	0.263	1.304	0.263	1.316	0.263	1.296
0.264	1.482	0.264	1.411	0.264	1.419	0.264	1.279	0.264	1.311	0.264	1.276
0.265	1.460	0.265	1.405	0.265	1.400	0.265	1.264	0.265	1.256	0.265	1.227
0.266	1.436	0.266	1.388	0.266	1.382	0.266	1.252	0.266	1.250	0.266	1.250
0.267	1.400	0.267	1.364	0.267	1.351	0.267	1.250	0.267	1.232	0.267	1.213
0.268	1.368	0.268	1.334	0.268	1.341	0.268	1.210	0.268	1.218	0.268	1.203
0.269	1.354	0.269	1.318	0.269	1.308	0.269	1.203	0.269	1.176	0.269	1.172
0.270	1.362	0.270	1.304	0.270	1.324	0.270	1.189	0.270	1.176	0.270	1.153
0.271	1.342	0.271	1.276	0.271	1.287	0.271	1.153	0.271	1.147	0.271	1.147
0.272	1.318	0.272	1.281	0.272	1.255	0.272	1.141	0.272	1.132	0.272	1.138
0.273	1.284	0.273	1.253	0.273	1.230	0.273	1.126	0.273	1.137	0.273	1.115
0.274	1.287	0.274	1.233	0.274	1.244	0.274	1.097	0.274	1.141	0.274	1.129
0.275	1.373	0.275	1.224	0.275	1.232	0.275	1.126	0.275	1.121	0.275	1.089
0.276	1.229	0.276	1.230	0.276	1.233	0.276	1.098	0.276	1.095	0.276	1.086
0.277	1.245	0.277	1.233	0.277	1.204	0.277	1.089	0.277	1.072	0.277	1.087
0.278	1.238	0.278	1.201	0.278	1.183	0.278	1.094	0.278	1.104	0.278	1.095
0.279	1.222	0.279	1.187	0.279	1.213	0.279	1.094	0.279	1.077	0.279	1.029
0.280	1.199	0.280	1.166	0.280	1.183	0.280	1.052	0.280	1.055	0.280	1.029
0.281	1.190	0.281	1.155	0.281	1.155	0.281	1.040	0.281	1.032	0.281	1.058
0.282	1.196	0.282	1.146	0.282	1.147	0.282	1.037	0.282	1.043	0.282	1.048
0.283	1.180	0.283	1.118	0.283	1.138	0.283	1.041	0.283	0.997	0.283	1.022
0.284	1.150	0.284	1.126	0.284	1.121	0.284	1.008	0.284	1.029	0.284	0.997
0.285	1.180	0.285	1.118	0.285	1.160	0.285	1.031	0.285	1.002	0.285	0.997
0.286	1.161	0.286	1.121	0.286	1.126	0.286	1.020	0.286	1.041	0.286	0.995
0.287	1.160	0.287	1.123	0.287	1.115	0.287	1.017	0.287	1.035	0.287	0.999
0.288	1.140	0.288	1.120	0.288	1.100	0.288	1.005	0.288	1.000	0.288	0.962
0.289	1.137	0.289	1.132	0.289	1.095	0.289	1.011	0.289	0.968	0.289	0.974
0.290	1.107	0.290	1.101	0.290	1.084	0.290	0.985	0.290	0.991	0.290	0.974
0.291	1.094	0.291	1.106	0.291	1.092	0.291	0.979	0.291	0.980	0.291	0.966
0.292	1.086	0.292	1.087	0.292	1.063	0.292	0.985	0.292	0.972	0.292	0.959
0.293	1.103	0.293	1.055	0.293	1.049	0.293	0.995	0.293	0.959	0.293	0.989
0.294	1.084	0.294	1.066	0.294	1.049	0.294	0.969	0.294	0.943	0.294	0.923
0.295	1.084	0.295	1.071	0.295	1.054	0.295	0.925	0.295	0.948	0.295	0.931
0.296	1.100	0.296	1.083	0.296	1.052	0.296	0.946	0.296	0.972	0.296	0.937
0.297	1.083	0.297	1.063	0.297	1.066	0.297	0.945	0.297	0.954	0.297	0.945
0.298	1.087	0.298	1.045	0.298	1.052	0.298	0.982	0.298	0.948	0.298	0.965
0.299	1.091	0.299	1.064	0.299	1.054	0.299	0.936	0.299	0.951	0.299	0.933
0.300	1.094	0.300	1.032	0.300	1.057	0.300	0.930	0.300	0.957	0.300	0.934
0.301	1.057	0.301	1.048	0.301	1.072	0.301	0.945	0.301	0.956	0.301	0.931
0.302	1.063	0.302	1.060	0.302	1.046	0.302	0.966	0.302	0.954	0.302	0.930
0.303	1.052	0.303	1.049	0.303	1.015	0.303	0.937	0.303	0.922	0.303	0.949
0.304	1.087	0.304	1.040	0.304	1.041	0.304	0.922	0.304	0.936	0.304	0.926
0.305	1.080	0.305	1.025	0.305	1.045	0.305	0.930	0.305	0.931	0.305	0.913
0.306	1.058	0.306	1.014	0.306	1.043	0.306	0.945	0.306	0.937	0.306	0.902
0.307	1.075	0.307	1.031	0.307	1.012	0.307	0.937	0.307	0.954	0.307	0.926
0.308	1.072	0.308	1.046	0.308	1.015	0.308	0.928	0.308	0.919	0.308	0.928
0.309	1.046	0.309	1.012	0.309	1.018	0.309	0.908	0.309	0.925	0.309	0.926
0.310	1.034	0.310	1.025	0.310	1.017	0.310	0.928	0.310	0.925	0.310	0.908
0.311	1.043	0.311	1.037	0.311	1.029	0.311	0.923	0.311	0.942	0.311	0.894
0.312	1.064	0.312	1.018	0.312	1.014	0.312	0.937	0.312	0.936	0.312	0.899
0.313	1.025	0.313	1.022	0.313	1.015	0.313	0.913	0.313	0.893	0.313	0.930
0.314	1.058	0.314	1.018	0.314	1.014	0.314	0.910	0.314	0.903	0.314	0.905
0.315	1.081	0.315	0.995	0.315	1.022	0.315	0.900	0.315	0.908	0.315	0.910
0.316	1.045	0.316	1.009	0.316	1.026	0.316	0.942	0.316	0.933	0.316	0.910
0.317	1.043	0.317	1.029	0.317	1.009	0.317	0.926	0.317	0.880	0.317	0.900
0.318	1.025	0.318	0.997	0.318	0.999	0.318	0.926	0.318	0.900	0.318	0.891
0.319	1.051	0.319	1.012	0.319	0.986	0.319	0.916	0.319	0.899	0.319	0.908
0.320	1.058	0.320	1.018	0.320	0.997	0.320	0.916	0.320	0.930	0.320	0.913
0.321	1.043	0.321	1.020	0.321	1.003	0.321	0.916	0.321	0.903	0.321	0.893
0.322	0.995	0.322	0.988	0.322	1.008	0.322	0.911	0.322	0.900	0.322	0.887
0.323	1.023	0.323	1.006	0.323	1.015	0.323	0.922	0.323	0.913	0.323	0.890
0.324	1.037	0.324	1.037	0.324	1.006	0.324	0.928	0.324	0.922	0.324	0.897
0.325	1.022	0.325	1.002	0.325	0.977	0.325	0.926	0.325	0.928	0.325	0.899
0.326	1.003	0.326	1.002	0.326	0.991	0.326	0.914	0.326	0.905	0.326	0.888
0.327	1.026	0.327	0.992	0.327	0.997	0.327	0.925	0.327	0.890	0.327	0.896
0.328	1.043	0.328	0.994	0.328	0.983	0.328	0.897	0.328	0.894	0.328	0.876
0.329	1.029	0.329	1.029	0.329	0.991	0.329	0.916	0.329	0.894	0.329	0.908
0.330	1.022	0.330	1.002	0.330	1.000	0.330	0.934	0.330	0.914	0.330	0.893
0.331	1.032	0.331	0.988	0.331	1.009	0.331	0.923	0.331	0.899	0.331	0.897
0.332	1.026	0.332	1.011	0.332	1.023	0.332	0.900	0.332	0.894	0.332	0.900
0.333	1.028	0.333	1.023	0.333	1.009	0.333	0.913	0.333	0.916	0.333	0.896
0.334	1.037	0.334	0.991	0.334	1.002	0.334	0.936	0.334	0.897	0.334	0.890
0.335	1.026	0.335	1.022	0.335	1.003	0.335	0.925	0.335	0.914	0.335	0.903
0.336	1.051	0.336	1.003	0.336	1.003	0.336	0.908	0.336	0.902	0.336	0.913
0.337	1.043	0.337	1.002	0.337	1.028	0.337	0.903	0.337	0.936	0.337	0.916
0.338	1.029	0.338	0.995	0.338	1.009	0.338	0.922	0.338	0.928	0.338	0.879
0.339	1.029	0.339	1.017	0.339	1.008	0.339	0.928	0.339	0.923	0.339	0.902
0.340	1.043	0.340	1.009	0.340	0.989	0.340	0.928	0.340	0.910	0.340	0.903
0.341	1.031	0.341	0.991	0.341	1.017	0.341	0.897	0.341	0.880	0.341	0.903
0.342	1.049	0.342	1.015	0.342	1.031	0.342	0.930	0.342	0.919	0.342	0.893
0.343	1.018	0.343	1.025	0.343	1.032	0.343	0.946	0.343	0.920	0.343	0.919
0.344	1.034	0.344	0.980	0.344	0.988	0.344	0.926	0.344	0.910	0.344	0.917
0.345	1.049	0.345	1.006	0.345	0.988	0.345	0.925	0.345	0.908	0.345	0.937
0.346	1.045	0.346	0.994	0.346	1.009	0.346	0.923	0.346	0.922	0.346	0.919
0.347	1.048	0.347	1.035	0.347	1.002	0.347	0.943	0.347	0.926	0.347	0.907
0.348	1.052	0.348	1.055	0.348	1.008	0.348	0.937	0.348	0.919	0.348	0.911
0.349	1.063	0.349	1.025	0.349	1.015	0.349	0.919	0.349	0.903	0.349	0.913
0.350	1.043	0.350	1.029	0.350	1.041	0.350	0.916	0.350	0.902	0.350	0.940
0.351	1.017	0.351	1.011	0.351	1.018	0.351	0.937	0.351	0.913	0.351	0.888
0.352	1.048	0.352	1.006	0.352	1.006	0.352	0.926	0.352	0.960	0.352	0.905
0.353	1.031	0.353	1.034	0.353	1.026	0.353	0.931	0.353	0.926	0.353	0.910
0.354	1.049	0.354	1.057	0.354	1.005	0.354	0.919	0.354	0.934	0.354	0.917
0.355	1.064	0.355	1.018	0.355	1.022	0.355	0.943	0.355	0.933	0.355	0.925
0.356	1.074	0.356	1.017	0.356	1.034	0.356	0.933	0.356	0.926	0.356	0.922
0.357	1.052	0.357	1.002	0.357	1.018	0.357	0.934	0.357	0.911	0.357	0.943
0.358	1.049	0.358	1.037	0.358	1.023	0.358	0.939	0.358	0.923	0.358	0.913
0.359	1.075	0.359	1.023	0.359	1.032	0.359	0.914	0.359	0.919	0.359	0.930
0.360	1.071	0.360	1.017	0.360	1.051	0.360	0.942	0.360	0.923	0.360	0.930
0.361	1.078	0.361	1.048	0.361	1.035	0.361	0.946	0.361	0.943	0.361	0.928
0.362	1.060	0.362	1.038	0.362	1.032	0.362	0.943	0.362	0.939	0.362	0.919
0.363	1.057	0.363	1.057	0.363	1.040	0.363	0.945	0.363	0.928	0.363	0.940
0.364	1.080	0.364	1.069	0.364	1.035	0.364	0.943	0.364	0.919	0.364	0.949
0.365	1.083	0.365	1.058	0.365	1.072	0.365	0.954	0.365	0.926	0.365	0.936
0.366	1.089	0.366	1.041	0.366	1.043	0.366	0.931	0.366	0.960	0.366	0.919
0.367	1.103	0.367	1.043	0.367	1.040	0.367	0.971	0.367	0.940	0.367	0.937
0.368	1.091	0.368	1.084	0.368	1.038	0.368	0.954	0.368	0.934	0.368	0.945
0.369	1.058	0.369	1.046	0.369	1.034	0.369	0.956	0.369	0.933	0.369	0.942
0.370	1.100	0.370	1.055	0.370	1.057	0.370	0.949	0.370	0.940	0.370	0.949
0.371	1.075	0.371	1.063	0.371	1.048	0.371	0.985	0.371	0.954	0.371	0.965
0.372	1.091	0.372	1.068	0.372	1.068	0.372	0.953	0.372	0.943	0.372	0.934
0.373	1.109	0.373	1.072	0.373	1.063	0.373	0.977	0.373	0.965	0.373	0.934
0.374	1.103	0.374	1.077	0.374	1.081	0.374	0.972	0.374	0.925	0.374	0.951
0.375	1.094	0.375	1.077	0.375	1.077	0.375	0.972	0.375	0.969	0.375	0.963
0.376	1.110	0.376	1.091	0.376	1.075	0.376	0.962	0.376	0.968	0.376	0.945
0.377	1.101	0.377	1.075	0.377	1.077	0.377	0.968	0.377	0.985	0.377	0.940
0.378	1.123	0.378	1.075	0.378	1.078	0.378	0.976	0.378	0.969	0.378	0.959
0.379	1.100	0.379	1.094	0.379	1.092	0.379	0.974	0.379	0.956	0.379	0.945
0.380	1.126	0.380	1.089	0.380	1.114	0.380	0.979	0.380	0.995	0.380	0.979
0.381	1.137	0.381	1.077	0.381	1.075	0.381	0.974	0.381	0.969	0.381	0.974
0.382	1.135	0.382	1.074	0.382	1.087	0.382	1.002	0.382	0.979	0.382	0.992
0.383	1.137	0.383	1.091	0.383	1.104	0.383	1.002	0.383	0.995	0.383	0.974
0.384	1.114	0.384	1.100	0.384	1.115	0.384	0.988	0.384	0.977	0.384	0.983
0.385	1.144	0.385	1.114	0.385	1.107	0.385	1.022	0.385	0.994	0.385	0.971
0.386	1.146	0.386	1.123	0.386	1.098	0.386	1.005	0.386	0.999	0.386	0.985
0.387	1.109	0.387	1.144	0.387	1.123	0.387	1.017	0.387	1.003	0.387	0.995
0.388	1.133	0.388	1.146	0.388	1.123	0.388	1.018	0.388	0.997	0.388	1.012
0.389	1.172	0.389	1.109	0.389	1.106	0.389	1.014	0.389	1.006	0.389	1.000
0.390	1.153	0.390	1.129	0.390	1.130	0.390	1.011	0.390	1.005	0.390	0.991
0.391	1.149	0.391	1.141	0.391	1.141	0.391	1.045	0.391	1.011	0.391	1.008
0.392	1.166	0.392	1.149	0.392	1.127	0.392	1.026	0.392	1.022	0.392	1.025
0.393	1.167	0.393	1.164	0.393	1.149	0.393	1.015	0.393	1.025	0.393	1.031
0.394	1.187	0.394	1.152	0.394	1.135	0.394	1.035	0.394	1.035	0.394	1.000
0.395	1.181	0.395	1.158	0.395	1.146	0.395	1.029	0.395	1.034	0.395	1.015
0.396	1.198	0.396	1.175	0.396	1.152	0.396	1.049	0.396	1.022	0.396	1.038
0.397	1.169	0.397	1.160	0.397	1.140	0.397	1.049	0.397	1.012	0.397	1.040
0.398	1.190	0.398	1.163	0.398	1.160	0.398	1.066	0.398	1.051	0.398	1.040
0.399	1.218	0.399	1.167	0.399	1.180	0.399	1.069	0.399	1.041	0.399	1.071
0.400	1.201	0.400	1.150	0.400	1.167	0.400	1.061	0.400	1.037	0.400	1.038
0.401	1.212	0.401	1.178	0.401	1.193	0.401	1.068	0.401	1.035	0.401	1.035
0.402	1.222	0.402	1.201	0.402	1.163	0.402	1.034	0.402	1.054	0.402	1.051
0.403	1.230	0.403	1.195	0.403	1.169	0.403	1.103	0.403	1.080	0.403	1.075
0.404	1.233	0.404	1.229	0.404	1.172	0.404	1.077	0.404	1.057	0.404	1.058
0.405	1.247	0.405	1.172	0.405	1.187	0.405	1.094	0.405	1.069	0.405	1.043
0.406	1.233	0.406	1.222	0.406	1.203	0.406	1.083	0.406	1.049	0.406	1.091
0.407	1.241	0.407	1.213	0.407	1.226	0.407	1.086	0.407	1.048	0.407	1.072
0.408	1.282	0.408	1.226	0.408	1.199	0.408	1.121	0.408	1.068	0.408	1.084
0.409	1.287	0.409	1.250	0.409	1.204	0.409	1.106	0.409	1.041	0.409	1.089
0.410	1.256	0.410	1.242	0.410	1.232	0.410	1.123	0.410	1.095	0.410	1.080
0.411	1.291	0.411	1.238	0.411	1.216	0.411	1.114	0.411	1.109	0.411	1.087
0.412	1.285	0.412	1.267	0.412	1.239	0.412	1.126	0.412	1.106	0.412	1.100
0.413	1.279	0.413	1.242	0.413	1.265	0.413	1.138	0.413	1.112	0.413	1.106
0.414	1.284	0.414	1.244	0.414	1.256	0.414	1.146	0.414	1.121	0.414	1.135
0.415	1.295	0.415	1.296	0.415	1.267	0.415	1.141	0.415	1.115	0.415	1.118
0.416	1.330	0.416	1.290	0.416	1.262	0.416	1.155	0.416	1.118	0.416	1.166
0.417	1.310	0.417	1.302	0.417	1.270	0.417	1.127	0.417	1.123	0.417	1.161
0.418	1.319	0.418	1.279	0.418	1.275	0.418	1.155	0.418	1.133	0.418	1.129
0.419	1.331	0.419	1.293	0.419	1.305	0.419	1.186	0.419	1.150	0.419	1.161
0.420	1.336	0.420	1.284	0.420	1.298	0.420	1.201	0.420	1.160	0.420	1.184
0.421	1.357	0.421	1.321	0.421	1.322	0.421	1.198	0.421	1.198	0.421	1.155
0.422	1.373	0.422	1.342	0.422	1.310	0.422	1.222	0.422	1.216	0.422	1.147
0.423	1.362	0.423	1.318	0.423	1.344	0.423	1.221	0.423	1.176	0.423	1.175
0.424	1.385	0.424	1.330	0.424	1.333	0.424	1.207	0.424	1.187	0.424	1.193
0.425	1.364	0.425	1.351	0.425	1.341	0.425	1.212	0.425	1.178	0.425	1.216
0.426	1.400	0.426	1.359	0.426	1.365	0.426	1.221	0.426	1.189	0.426	1.198
0.427	1.431	0.427	1.367	0.427	1.367	0.427	1.239	0.427	1.219	0.427	1.213
0.428	1.403	0.428	1.377	0.428	1.370	0.428	1.261	0.428	1.215	0.428	1.201
0.429	1.428	0.429	1.396	0.429	1.382	0.429	1.264	0.429	1.241	0.429	1.242
0.430	1.436	0.430	1.385	0.430	1.419	0.430	1.256	0.430	1.259	0.430	1.261
0.431	1.462	0.431	1.419	0.431	1.402	0.431	1.261	0.431	1.270	0.431	1.259
0.432	1.448	0.432	1.394	0.432	1.399	0.432	1.275	0.432	1.230	0.432	1.262
0.433	1.456	0.433	1.405	0.433	1.433	0.433	1.291	0.433	1.261	0.433	1.235
0.434	1.517	0.434	1.449	0.434	1.454	0.434	1.295	0.434	1.258	0.434	1.304
0.435	1.505	0.435	1.429	0.435	1.419	0.435	1.328	0.435	1.282	0.435	1.288
0.436	1.497	0.436	1.463	0.436	1.474	0.436	1.324	0.436	1.272	0.436	1.293
0.437	1.511	0.437	1.486	0.437	1.453	0.437	1.364	0.437	1.301	0.437	1.298
0.438	1.552	0.438	1.488	0.438	1.482	0.438	1.344	0.438	1.307	0.438	1.311
0.439	1.537	0.439	1.503	0.439	1.468	0.439	1.351	0.439	1.310	0.439	1.316
0.440	1.554	0.440	1.506	0.440	1.514	0.440	1.331	0.440	1.321	0.440	1.344
0.441	1.569	0.441	1.494	0.441	1.535	0.441	1.341	0.441	1.364	0.441	1.374
0.442	1.568	0.442	1.537	0.442	1.518	0.442	1.353	0.442	1.354	0.442	1.330
0.443	1.606	0.443	1.560	0.443	1.537	0.443	1.402	0.443	1.351	0.443	1.354
0.444	1.609	0.444	1.546	0.444	1.552	0.444	1.380	0.444	1.383	0.444	1.399
0.445	1.592	0.445	1.580	0.445	1.586	0.445	1.434	0.445	1.408	0.445	1.422
0.446	1.617	0.446	1.575	0.446	1.564	0.446	1.419	0.446	1.396	0.446	1.405
0.447	1.649	0.447	1.566	0.447	1.575	0.447	1.446	0.447	1.425	0.447	1.420
0.448	1.658	0.448	1.595	0.448	1.594	0.448	1.480	0.448	1.417	0.448	1.440
0.449	1.661	0.449	1.614	0.449	1.592	0.449	1.445	0.449	1.446	0.449	1.425
0.450	1.678	0.450	1.630	0.450	1.606	0.450	1.469	0.450	1.459	0.450	1.439
0.451	1.678	0.451	1.649	0.451	1.635	0.451	1.471	0.451	1.449	0.451	1.463
0.452	1.721	0.452	1.646	0.452	1.632	0.452	1.483	0.452	1.463	0.452	1.503
0.453	1.707	0.453	1.664	0.453	1.661	0.453	1.494	0.453	1.465	0.453	1.499
0.454	1.736	0.454	1.676	0.454	1.664	0.454	1.518	0.454	1.488	0.454	1.502
0.455	1.750	0.455	1.701	0.455	1.676	0.455	1.528	0.455	1.499	0.455	1.506
0.456	1.729	0.456	1.698	0.456	1.686	0.456	1.512	0.456	1.523	0.456	1.505
0.457	1.745	0.457	1.732	0.457	1.690	0.457	1.555	0.457	1.532	0.457	1.540
0.458	1.778	0.458	1.732	0.458	1.707	0.458	1.563	0.458	1.520	0.458	1.529
0.459	1.788	0.459	1.706	0.459	1.727	0.459	1.572	0.459	1.523	0.459	1.566
0.460	1.790	0.460	1.739	0.460	1.733	0.460	1.566	0.460	1.541	0.460	1.534
0.461	1.822	0.461	1.764	0.461	1.736	0.461	1.592	0.461	1.543	0.461	1.569
0.462	1.837	0.462	1.755	0.462	1.750	0.462	1.586	0.462	1.549	0.462	1.581
